PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_MATURITYLEVEL;REQUIREMENTS_ATTRIBUTES_ASSESSMENTSTATUS;REQUIREMENTS_ATTRIBUTES_CLOUDAPPLICABILITY;REQUIREMENTS_ATTRIBUTES_MITIGATEDTHREATS;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_RATIONALESTATEMENT;REQUIREMENTS_ATTRIBUTES_IMPACTSTATEMENT;REQUIREMENTS_ATTRIBUTES_REMEDIATIONPROCEDURE;REQUIREMENTS_ATTRIBUTES_AUDITPROCEDURE;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_REFERENCES;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;us-east-1;2026-08-01 19:04:21.788096;E8-4.2;Privileged users are assigned a dedicated privileged user account to be used solely for duties requiring privileged access.;4 Restrict administrative privileges;ML1;Manual;partial;Compromise of dual-purpose accounts, Privilege accumulation;Privileged AWS access should be exercised through dedicated identities (separate IAM users / dedicated permission sets), not through a daily-driver identity. Prowler can detect IAM users carrying admin policies but cannot infer whether they are dedicated.;Dual-purpose accounts (admin + daily) increase blast radius of credential theft.;"Prowler flags admin-bearing identities; the operator must verify each is dedicated to privileged duties.";Use IAM Identity Center permission sets or dedicated IAM users with admin policies, separated from daily-driver identities.;"Run listed checks; manually verify each admin identity is dedicated.";ASD Essential Eight ML1 - Restrict administrative privileges - clause 2.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;User scanner-user does not have 2 active access keys.;arn:aws:iam::350381001508:user/scanner-user;scanner-user;iam_user_two_active_access_key;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;us-east-1;2026-08-01 19:04:21.788096;E8-4.2;Privileged users are assigned a dedicated privileged user account to be used solely for duties requiring privileged access.;4 Restrict administrative privileges;ML1;Manual;partial;Compromise of dual-purpose accounts, Privilege accumulation;Privileged AWS access should be exercised through dedicated identities (separate IAM users / dedicated permission sets), not through a daily-driver identity. Prowler can detect IAM users carrying admin policies but cannot infer whether they are dedicated.;Dual-purpose accounts (admin + daily) increase blast radius of credential theft.;"Prowler flags admin-bearing identities; the operator must verify each is dedicated to privileged duties.";Use IAM Identity Center permission sets or dedicated IAM users with admin policies, separated from daily-driver identities.;"Run listed checks; manually verify each admin identity is dedicated.";ASD Essential Eight ML1 - Restrict administrative privileges - clause 2.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;User test-user does not have 2 active access keys.;arn:aws:iam::350381001508:user/test-user;test-user;iam_user_two_active_access_key;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;us-east-1;2026-08-01 19:04:21.788096;E8-8.3;Backups of data, applications and settings are retained in a secure and resilient manner.;8 Regular backups;ML1;Automated;full;Backup tampering, Backup exfiltration, Regional outage destroying backups;Secure: encryption + no public exposure. Resilient: cross-region replication / multi-AZ vault placement / lifecycle. Prowler covers both.;A public or unencrypted backup is a data breach in waiting.;;Enforce encryption on Backup vaults and recovery points, RDS snapshots. Block public access on EBS / RDS / DocumentDB / Neptune snapshots account-wide. Enable S3 cross-region replication for critical buckets.;Run all listed checks.;ASD Essential Eight ML1 - Regular backups - clause 3.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;S3 Bucket aws-cloudtrail-logs-350381001508-dae76776 does not have correct cross region replication configuration.;arn:aws:s3:::aws-cloudtrail-logs-350381001508-dae76776;aws-cloudtrail-logs-350381001508-dae76776;s3_bucket_cross_region_replication;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;us-east-1;2026-08-01 19:04:21.788096;E8-8.3;Backups of data, applications and settings are retained in a secure and resilient manner.;8 Regular backups;ML1;Automated;full;Backup tampering, Backup exfiltration, Regional outage destroying backups;Secure: encryption + no public exposure. Resilient: cross-region replication / multi-AZ vault placement / lifecycle. Prowler covers both.;A public or unencrypted backup is a data breach in waiting.;;Enforce encryption on Backup vaults and recovery points, RDS snapshots. Block public access on EBS / RDS / DocumentDB / Neptune snapshots account-wide. Enable S3 cross-region replication for critical buckets.;Run all listed checks.;ASD Essential Eight ML1 - Regular backups - clause 3.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;S3 Bucket public-bucket-open does not have correct cross region replication configuration.;arn:aws:s3:::public-bucket-open;public-bucket-open;s3_bucket_cross_region_replication;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;us-east-1;2026-08-01 19:04:21.788096;E8-8.3;Backups of data, applications and settings are retained in a secure and resilient manner.;8 Regular backups;ML1;Automated;full;Backup tampering, Backup exfiltration, Regional outage destroying backups;Secure: encryption + no public exposure. Resilient: cross-region replication / multi-AZ vault placement / lifecycle. Prowler covers both.;A public or unencrypted backup is a data breach in waiting.;;Enforce encryption on Backup vaults and recovery points, RDS snapshots. Block public access on EBS / RDS / DocumentDB / Neptune snapshots account-wide. Enable S3 cross-region replication for critical buckets.;Run all listed checks.;ASD Essential Eight ML1 - Regular backups - clause 3.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;S3 Bucket research-secure-bucket does not have correct cross region replication configuration.;arn:aws:s3:::research-secure-bucket;research-secure-bucket;s3_bucket_cross_region_replication;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;us-east-1;2026-08-01 19:04:21.788096;E8-8.2;Backups of data, applications and settings are synchronised to enable restoration to a common point in time.;8 Regular backups;ML1;Automated;partial;Inconsistent recovery state, Application-level corruption from partial restore;Common-point-in-time recovery is delivered by DynamoDB PITR, Aurora backtrack, RDS automated backups and S3 versioning.;Without coordinated PIT, restoration produces an inconsistent state across services.;Coordinated multi-service PIT remains an architectural decision.;Enable DynamoDB PITR, Aurora backtrack, RDS automated backups and S3 versioning on all critical data stores.;Run listed checks.;ASD Essential Eight ML1 - Regular backups - clause 2.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;S3 Bucket aws-cloudtrail-logs-350381001508-dae76776 has versioning disabled.;arn:aws:s3:::aws-cloudtrail-logs-350381001508-dae76776;aws-cloudtrail-logs-350381001508-dae76776;s3_bucket_object_versioning;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;us-east-1;2026-08-01 19:04:21.788096;E8-8.2;Backups of data, applications and settings are synchronised to enable restoration to a common point in time.;8 Regular backups;ML1;Automated;partial;Inconsistent recovery state, Application-level corruption from partial restore;Common-point-in-time recovery is delivered by DynamoDB PITR, Aurora backtrack, RDS automated backups and S3 versioning.;Without coordinated PIT, restoration produces an inconsistent state across services.;Coordinated multi-service PIT remains an architectural decision.;Enable DynamoDB PITR, Aurora backtrack, RDS automated backups and S3 versioning on all critical data stores.;Run listed checks.;ASD Essential Eight ML1 - Regular backups - clause 2.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;S3 Bucket public-bucket-open has versioning disabled.;arn:aws:s3:::public-bucket-open;public-bucket-open;s3_bucket_object_versioning;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;us-east-1;2026-08-01 19:04:21.788096;E8-8.2;Backups of data, applications and settings are synchronised to enable restoration to a common point in time.;8 Regular backups;ML1;Automated;partial;Inconsistent recovery state, Application-level corruption from partial restore;Common-point-in-time recovery is delivered by DynamoDB PITR, Aurora backtrack, RDS automated backups and S3 versioning.;Without coordinated PIT, restoration produces an inconsistent state across services.;Coordinated multi-service PIT remains an architectural decision.;Enable DynamoDB PITR, Aurora backtrack, RDS automated backups and S3 versioning on all critical data stores.;Run listed checks.;ASD Essential Eight ML1 - Regular backups - clause 2.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;S3 Bucket research-secure-bucket has versioning enabled.;arn:aws:s3:::research-secure-bucket;research-secure-bucket;s3_bucket_object_versioning;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-08-01 19:04:21.788096;E8-1.4;A vulnerability scanner is used at least weekly to identify missing patches or updates for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products.;1 Patch applications;ML1;Manual;non-applicable;Endpoint application exploitation;This clause targets endpoint-resident applications (Office, browsers, email, PDF, security products). AWS infrastructure scans cannot evidence endpoint vulnerability scanning.;Endpoint applications are major attack vectors but live outside AWS infrastructure scope.;Evidence must come from endpoint-management vulnerability scanners (e.g. Defender, Qualys, Tenable).;Run an endpoint vulnerability scanner with weekly cadence covering Office, browsers, email, PDF and security products.;Manual review of endpoint vulnerability scanning evidence.;ASD Essential Eight ML1 - Patch applications - clause 4. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-08-01 19:04:21.788096;E8-1.7;Patches, updates or other vendor mitigations for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within two weeks of release.;1 Patch applications;ML1;Manual;non-applicable;Endpoint application exploitation;Endpoint-resident applications (Office, browsers, email clients, PDF, security products) are out of AWS infrastructure scope.;Same as 1.4 - this is endpoint-management territory.;Evidence must come from endpoint patch-management tooling.;Use endpoint patch-management (Intune, SCCM, third-party MDM) to enforce two-week SLA on these application classes.;Manual review of endpoint patch reports.;ASD Essential Eight ML1 - Patch applications - clause 7. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-08-01 19:04:21.788096;E8-1.9;Office productivity suites, web browsers and their extensions, email clients, PDF software, Adobe Flash Player, and security products that are no longer supported by vendors are removed.;1 Patch applications;ML1;Manual;non-applicable;Endpoint compromise via unsupported applications;Endpoint-resident applications. Out of AWS infrastructure scope.;Adobe Flash Player end-of-life is the canonical example - removal must be enforced at the endpoint.;Evidence must come from endpoint software inventory.;"Inventory endpoint applications; enforce removal of EOL software via endpoint management.";Manual review of endpoint inventory.;ASD Essential Eight ML1 - Patch applications - clause 9. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-08-01 19:04:21.788096;E8-3.2;Multi-factor authentication is used to authenticate users to third-party online services that process, store or communicate their organisation's sensitive data.;3 Multi-factor authentication;ML1;Manual;non-applicable;Third-party SaaS account compromise, Sensitive data leakage via SaaS;Third-party online services (SaaS providers, external platforms) are outside the AWS account. AWS infrastructure scans cannot evidence MFA enforcement on those services.;Third-party services are a major data-exfiltration vector.;Evidence must come from each third-party provider's IAM / SSO configuration.;Enforce MFA in the third-party service's identity provider or SSO upstream (e.g. via AWS IAM Identity Center or external IdP).;Manual review of third-party service IdP / SSO configuration.;ASD Essential Eight ML1 - Multi-factor authentication - clause 2. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-08-01 19:04:21.788096;E8-3.3;Multi-factor authentication (where available) is used to authenticate users to third-party online services that process, store or communicate their organisation's non-sensitive data.;3 Multi-factor authentication;ML1;Manual;non-applicable;Account compromise on lower-sensitivity SaaS;Same as 3.2, applied to non-sensitive third-party services. Out of AWS infrastructure scope.;Defence in depth - even non-sensitive services can be staging ground for further attacks.;Evidence must come from each third-party provider.;Where the third-party service supports it, enforce MFA upstream via SSO.;Manual review.;ASD Essential Eight ML1 - Multi-factor authentication - clause 3. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-08-01 19:04:21.788096;E8-3.5;Multi-factor authentication is used to authenticate users to third-party online customer services that process, store or communicate their organisation's sensitive customer data.;3 Multi-factor authentication;ML1;Manual;non-applicable;Customer-data exposure via third-party platform;Third-party customer-facing services. Out of AWS infrastructure scope.;Sensitive customer data on third-party platforms still needs MFA.;Evidence must come from the third-party provider.;Enforce MFA in the third-party customer service's IdP.;Manual review.;ASD Essential Eight ML1 - Multi-factor authentication - clause 5. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-08-01 19:04:21.788096;E8-4.1;Requests for privileged access to systems, applications and data repositories are validated when first requested.;4 Restrict administrative privileges;ML1;Manual;non-applicable;Unauthorised privilege grant, Insider misuse;Procedural control: privileged-access requests must go through a validation workflow. Prowler does not evaluate change-management workflows.;Privileged access without validation is a primary insider-risk vector.;Evidence comes from access-review tickets, change management or AWS IAM Identity Center request workflows.;Implement a request/approve workflow for AWS privileged role assumption (e.g. IAM Identity Center permission sets with approval) or rely on an external ITSM workflow.;Manual review of change-management evidence.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 1. Procedural.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-08-01 19:04:21.788096;E8-4.3;Privileged user accounts (excluding those explicitly authorised to access online services) are prevented from accessing the internet, email and web services.;4 Restrict administrative privileges;ML1;Manual;limited;Drive-by compromise of privileged accounts, Phishing-driven privileged compromise;Network-level control: privileged accounts must not browse the internet or access email. In AWS this would map to SCPs / VPC egress controls / dedicated jump-host architecture - none directly verifiable by a posture scan.;If a privileged account never touches the internet, it cannot be phished or drive-by compromised.;Evidence comes from network architecture and SCP review.;Restrict privileged AWS sessions to a hardened bastion / Cloud Workspace with no general internet egress. Apply SCPs that deny privileged roles from launching workloads with unrestricted internet egress.;Manual review of SCPs and network architecture.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 3.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-08-01 19:04:21.788096;E8-4.5;Privileged users use separate privileged and unprivileged operating environments.;4 Restrict administrative privileges;ML1;Manual;non-applicable;Cross-environment compromise, Privileged session hijack;Operating-environment separation is an endpoint / virtualisation control (privileged jump host vs daily workstation). Out of AWS infrastructure scope.;Operating-environment isolation prevents malware on the unprivileged side from attacking privileged sessions.;Evidence comes from endpoint architecture (PAW / privileged jump hosts / WorkSpaces partitioning).;Provide privileged users with a dedicated PAW or privileged WorkSpaces image.;Manual review of endpoint architecture.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 5. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
