PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_MATURITYLEVEL;REQUIREMENTS_ATTRIBUTES_ASSESSMENTSTATUS;REQUIREMENTS_ATTRIBUTES_CLOUDAPPLICABILITY;REQUIREMENTS_ATTRIBUTES_MITIGATEDTHREATS;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_RATIONALESTATEMENT;REQUIREMENTS_ATTRIBUTES_IMPACTSTATEMENT;REQUIREMENTS_ATTRIBUTES_REMEDIATIONPROCEDURE;REQUIREMENTS_ATTRIBUTES_AUDITPROCEDURE;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_REFERENCES;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;ap-southeast-2;2026-08-01 19:04:21.788096;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:ap-southeast-2:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;ca-central-1;2026-08-01 19:04:21.788096;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:ca-central-1:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;ca-central-1;2026-08-01 19:04:21.788096;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:ca-central-1:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;eu-central-1;2026-08-01 19:04:21.788096;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:eu-central-1:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;eu-central-1;2026-08-01 19:04:21.788096;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:eu-central-1:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;eu-north-1;2026-08-01 19:04:21.788096;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:eu-north-1:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;eu-north-1;2026-08-01 19:04:21.788096;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:eu-north-1:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;eu-west-1;2026-08-01 19:04:21.788096;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:eu-west-1:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;eu-west-1;2026-08-01 19:04:21.788096;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:eu-west-1:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;eu-west-2;2026-08-01 19:04:21.788096;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:eu-west-2:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;eu-west-2;2026-08-01 19:04:21.788096;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:eu-west-2:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;eu-west-3;2026-08-01 19:04:21.788096;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:eu-west-3:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;eu-west-3;2026-08-01 19:04:21.788096;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:eu-west-3:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;sa-east-1;2026-08-01 19:04:21.788096;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:sa-east-1:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;sa-east-1;2026-08-01 19:04:21.788096;E8-2.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;2 Patch operating systems;ML1;Automated;full;Unmanaged hosts, OS-level shadow IT;"Same asset-discovery clause as 1.1, applied here to operating systems. AWS Config + SSM Inventory continuously discovers EC2 instances and their OS metadata; Inspector v2 enrols them automatically.";OS vulnerability scanning depends on asset coverage.;;"Enable AWS Config in every region; ensure all EC2 are SSM-managed; enable Inspector v2.";Run all listed checks.;ASD Essential Eight ML1 - Patch operating systems - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:sa-east-1:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;350381001508;us-east-1;2026-08-01 19:04:21.788096;E8-1.1;An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.;1 Patch applications;ML1;Automated;partial;Shadow IT, Unmanaged vulnerable assets;Asset discovery in AWS is delivered by AWS Config (resource recorder), SSM Inventory and Inspector v2's continuous coverage. The fortnightly cadence itself is not directly observable from AWS APIs - what is observable is whether the discovery mechanisms are enabled.;Vulnerability scanning is only as good as the asset coverage it has. Continuous AWS-native discovery is the cloud equivalent of fortnightly asset discovery.;Cadence verification is procedural - Prowler verifies the discovery mechanism is enabled, not that it ran in the last fortnight.;Enable AWS Config recorders in every region. Ensure all EC2 instances are managed by SSM. Enable Inspector v2.;Verify the listed checks pass.;ASD Essential Eight ML1 - Patch applications - clause 1.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;AWS Config recorder 350381001508 is disabled.;arn:aws:config:us-east-1:350381001508:recorder;350381001508;config_recorder_all_regions_enabled;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
